Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM FLAVIO AUGUSTO COELHO DERZI;50028430;MS;Amambai;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ITRIO CORREA DA COSTA, 607 LIMEIRA. 79990-000 Amambai - MS.";(67) 34811545;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-23.1404907;-55.213122
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI - IRMA DEMETRIA PEDROSA DE ALMEIDA;50028448;MS;Sidrolândia;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PARANA, 1831 PREDIO. JANDAIA. 79170-000 Sidrolândia - MS.";(67) 32723095;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.9376176;-54.9659106
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROF JOSE EDSON DOMINGOS DOS SANTOS;50028456;MS;Ponta Porã;Rural;Área de assentamento;Pública;"ASSENTAMENTO ITAMARATI, S/N ASSENTAMENTO. ZONA RURAL. 79901-970 Ponta Porã - MS.";(67) 996706769;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-22.1875705;-55.5475277
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL DE ITAQUIRA;50028472;MS;Itaquiraí;Urbana;A escola não está em área de localização diferenciada;Privada;"ANTONIO DE MELO GONCALVES, 215 CENTRO. 79965-000 Itaquiraí - MS.";(67) 34761725;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.47432;-54.18871
ESCOLA PARALISADA;ESCOLA CURUMIM;50028480;MS;Campo Grande;Urbana;Não Informado;Privada;"RUA RAUL PIRES BARBOSA, 1583 CHACARA CACHOEIRA. 79040-150 Campo Grande - MS.";(67) 33410990;Privada;Não Informado;Não;;;;;-20.46291;-54.57691
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ASSOCIACAO CLUBE DE MAES CANTINHO DA AMIZADE;50028499;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA AGRIPINO GRIECO, 567 NUCLEO HABITACIONAL UNIVERSITARIAS. 79071-330 Campo Grande - MS.";(67) 30255746;Privada;Comunitária;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.5362245;-54.620307
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO RUI BARBOSA;50028510;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA CALOGERAS, 1623 VILA CIDADE. 79002-003 Campo Grande - MS.";(67) 33822393;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação de Jovens Adultos;;-20.46644;-54.61867
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO PROFISSIONAL - SENAC CAMPO GRANDE;50028537;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FRANCISCO CANDIDO XAVIER, 75 AMAMBAI. 79002-052 Campo Grande - MS.";(67) 33126249;Privada;Particular;Não;Não;Entre 51 e 200 matrículas de escolarização;Educação Profissional;;-20.4681462;-54.6218294
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;FACULDADE DE TECNOLOGIA SENAI DOURADOS;50028545;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA VINTE DE DEZEMBRO, 2645 JARDIM RASSLEM. 79813-280 Dourados - MS.";(67) 34112600;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Profissional;;-22.25822534;-54.80009504
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEIEF ALTERNATIVA;50028553;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANHANGUERA, 498 VILA PIRATININGA. 79080-740 Campo Grande - MS.";(67) 30262056;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.5008055;-54.6318166
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO PROFISSIONAL - SENAC DOURADOS;50028561;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DR MARIO MACHADO LEMOS, 240 JARDIM LONDRINA. 79814-150 Dourados - MS.";(67) 34112400;Privada;Particular;Não;Não;Até 50 matrículas de escolarização;Educação Profissional;;-22.2376594;-54.8132042
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;C EDUC PROFª ALANIRA BENEDITA DE C BRITO-APAE;50028588;MS;Inocência;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JAIME DAVID, 846 ESCOLA. JARDIM PANTANAL. 79580-000 Inocência - MS.";(67) 35741609;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-19.7297332;-51.9312521
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO NOSSA SENHORA DO CARMO;50028596;MS;Miranda;Urbana;A escola não está em área de localização diferenciada;Privada;"PRACA AGENOR CARRILHO, 233 AMEC. CENTRO. 79380-000 Miranda - MS.";(67) 32423254;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-20.2393414;-56.3853813
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL CRIANCA FELIZ;50028600;MS;Paranhos;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOAO PONCE DE ARRUDA, 299 CENTRO. 79925-000 Paranhos - MS.";(67) 34801644;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.8805333;-55.4256053
ESCOLA PARALISADA;CONSERVATORIO MUSICAL CAMPO GRANDE;50028650;MS;Campo Grande;Urbana;Não Informado;Privada;"RUA MARACAJU, CENTRO. 79002-210 Campo Grande - MS.";(67) 33841867;Privada;Não Informado;Não;;;;;;
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;CENTRO DE EDUCACAO INTEGRADA RAIO DE LUZ;50028677;MS;Maracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"JORDAO ALVES CORREA, 2270 CASA. CENTRO. 79150-000 Maracaju - MS.";(67) 34543127;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-21.62859;-55.157
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CATE - CENTRO EDUC E TREINAMENTO ESPECIALIZADO;50028685;MS;Maracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANTONIO JOSE FERREIRA, 2520 CENTRO. 79150-000 Maracaju - MS.";(67) 34543396;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional";;-21.62466;-55.1599
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA JUNIOR;50028707;MS;São Gabriel do Oeste;Urbana;A escola não está em área de localização diferenciada;Privada;"AV. MATO GROSSO DO SUL, 1609 CENTRO. 79490-000 São Gabriel do Oeste - MS.";(67) 32951717;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Profissional, Educação de Jovens Adultos";;-19.3959705;-54.5748402
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO GERACAO RESULTADOS;50028758;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE BARNABE DE MESQUITA, 258 VILA DUQUE DE CAXIAS. 79100-200 Campo Grande - MS.";(67) 33622134;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-20.4611082;-54.6458971
ESCOLA PARALISADA;EEI TURMINHA DO PIU-PIU E EF EL - SHADAI;50028766;MS;Campo Grande;Urbana;Não Informado;Privada;"RUA OREADE, VILA MORENINHA III. 79065-400 Campo Grande - MS.";(67) 33937096;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE;50028782;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA AFONSO PENA, 1114 AMAMBAI. 79005-001 Campo Grande - MS.";(67) 33129400;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Profissional;;-20.46632017;-54.62540273
ESCOLA PARALISADA;CEFAM-CENTRO EDUCACIONAL FELIPE AUGUSTO MARTINS;50028812;MS;Campo Grande;Urbana;Não Informado;Privada;"RUA ESTEVAO ALVES RIBEIRO, VILA PIRATININGA. 79081-130 Campo Grande - MS.";(67) 30253434;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO LICEU - UNID II;50028820;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BARAO DE LADARIO, 279 PREDIO. VILA SOBRINHO. 79110-040 Campo Grande - MS.";(67) 33619120;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-20.4561166;-54.6382494
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO HONORATO JACQUES;50028839;MS;Bonito;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA PILAD REBUA, S/N CENTRO. 79290-000 Bonito - MS.";(67) 32552222;Privada;Filantrópica;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";Atividade Complementar;-21.13201008;-56.48003665
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INTEGRADA EIRELI;50028847;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR MICHEL SCAFF, 114 CHACARA CACHOEIRA. 79040-860 Campo Grande - MS.";(67) 33268031;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-20.4611;-54.58361
ESCOLA ATENDE EXCLUSIVAMENTE ALUNOS COM DEFICIÊNCIA;ESCOLA INTEGRADA HORIZONTE;50028855;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"TRAVESSA FILOMENA ALEXANDRE GONCALVES, 177 LAR DO TRABALHADOR. SOBRINHO. 79110-510 Campo Grande - MS.";(67) 991329920;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Educação de Jovens Adultos;"Atendimento Educacional Especializado, Atividade Complementar";-20.4505431;-54.6467904
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SONHOS E MIMOS RECREACAO INFANTIL EIRELI;50028863;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GENERAL OSORIO, 3276 JARDIM TROPICAL. 79824-060 Dourados - MS.";(67) 34210106;Privada;Particular;Não;Não;Até 50 matrículas de escolarização;Educação Infantil;;-22.21639726;-54.82328097
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL SOSSEGO DA MAMAE;50028871;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ABRAO JULIO RAHE, 545 CENTRO. 79010-010 Campo Grande - MS.";(67) 33847909;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-20.4531029;-54.6087398
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE PROFª CLARINDA MENDES DE AQUINO;50028880;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA MURILO ROLIM JUNIOR, 200 JARDIM PETROPOLIS. 79102-100 Campo Grande - MS.";(67) 991338087;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";Atividade Complementar;-20.4547955;-54.6691496
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI MAISA PEREIRA DE ARRUDA;50028898;MS;Deodápolis;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA ANTONIA MARIA DA CONCEICAO, S/N DISTRITO DE PORTO VILMA. 79794-000 Deodápolis - MS.";(67) 34481125;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-22.0770856;-54.1922739
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL INFANTIL PROFESSORA CARMELITA BARBOSA CAITANO;50028901;MS;Brasilândia;Urbana;A escola não está em área de localização diferenciada;Pública;"DORINDO RODRIGUES DO AMARAL, 721 JARDIM BRASILIA. 79670-000 Brasilândia - MS.";(67) 35462427;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-21.2527267;-52.0311967
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CMEI RECANTO DO SABER;50028928;MS;Jateí;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA JOSE MENDES DIAS, CENTRO. 79720-000 Jateí - MS.";(67) 34651023;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIEI - GERALDO NANTES MARTINS;50028936;MS;Jardim;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PADRE MANOEL NOBREGA, SN PARQUE DAS ARARAS. 79240-000 Jardim - MS.";(67) 996448081;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PRIMEIROS PASSOS;50028944;MS;Porto Murtinho;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CORONEL PONCE, 621 CENTRO. 79280-000 Porto Murtinho - MS.";(67) 32871791;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-21.69963018;-57.88584341
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EE DORCELINA FOLADOR;50028960;MS;São Gabriel do Oeste;Rural;Área de assentamento;Pública;"NUCLEO DO ASSENTAMENTO CAMPANARIO, S/N RURAL. 79490-000 São Gabriel do Oeste - MS.";(67) 32953287;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-19.28303031;-54.60974925
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM ALCINDO VICENTE FERREIRA;50028979;MS;Ribas do Rio Pardo;Urbana;A escola não está em área de localização diferenciada;Pública;"NELSON LIRIO, 1676 CENTRO. 79180-000 Ribas do Rio Pardo - MS.";(67) 32382260;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-20.4463246;-53.756231
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO NOVA DIMENSAO SS LTDA;50028987;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANA LUIZA DE SOUZA, 1390 PIONEIROS. 79070-140 Campo Grande - MS.";(67) 33137068;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-20.5188143;-54.617027
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - NOVO TEMPO;50028995;MS;Angélica;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DA LIBERDADE, 075 CENTRO. 79787-000 Angélica - MS.";(67) 34191270;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.0522655;-54.0694002
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - TEMPO FELIZ;50029002;MS;Angélica;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA TREZE DE MAIO, 561 JARDIM DAS FLORES. 79785-000 Angélica - MS.";(67) 34461197;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-22.157813;-53.7721463
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM POLO INDIGENA MBO ERENDA TUPA I NANDEVA;50029010;MS;Amambai;Rural;Terra indígena;Pública;"ALDEIA LIMAO VERDE/ RODOVIA AMAMBAI-TACURU KM 05, 15 RODOVIA MS-156. RURAL. 79990-000 Amambai - MS.";(67) 34811573;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.1867296;-55.2051726
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MARLENE VILARINHO DE ALBUQUERQUE;50029029;MS;Amambai;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE BONIFACIO, 4374 VILA CRISTINA. 79990-000 Amambai - MS.";(67) 34815472;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-23.0919162;-55.2409826
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM MITA RORY;50029037;MS;Amambai;Rural;A escola não está em área de localização diferenciada;Pública;"ROD. AMAMBAI PONTA PORA KM 2, 4 A DIREITA, SN MISSAO EV. CAIUAS. RURAL. 79990-000 Amambai - MS.";(67) 998264790;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-23.0647299;-55.2111789
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EDUCACAO INFANTIL PEQUENO PRINCIPE;50029045;MS;Itaquiraí;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. MATO GROSSO, 420 PREDIO. CENTRO. 79965-000 Itaquiraí - MS.";(67) 34761483;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.4746317;-54.1757317
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESTADUAL JORGE AMADO;50029053;MS;Chapadão do Sul;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA DEZESSEIS, 1762 CENTRO. 79560-000 Chapadão do Sul - MS.";(67) 35621053;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-18.7982224;-52.6302141
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PASCOALA VERA RIOS;50029061;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO DE CASTILHO, 253 IRACY COELHO NETTO. 79074-310 Campo Grande - MS.";(67) 20204267;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.53451818;-54.64506587
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI JOANA MENDES DOS SANTOS;50029088;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DARIO ANHAIA FILHO, PARQUE DO SOL. 79075-060 Campo Grande - MS.";(67) 20204233;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.55038303;-54.65259399
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI JARDIM CARIOCA;50029096;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA 7, 1546 JARDIM CARIOCA. 79104-710 Campo Grande - MS.";(67) 20204231;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.4687547;-54.7065915
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI ENGENHEIRO VALDEMIR CORREA DE RESENDE;50029100;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CATIGUA, 620 JARDIM CANGURU. 79072-269 Campo Grande - MS.";(67) 20204222;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-20.54027959;-54.60801744
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EM PROFª ARLENE MARQUES ALMEIDA;50029118;MS;Campo Grande;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CATIGUA, 694 JARDIM CANGURU. 79072-269 Campo Grande - MS.";(67) 20204125;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";"Atendimento Educacional Especializado, Atividade Complementar";-20.5413168;-54.6083403
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR;CURSO E COLEGIO CEMA;50029134;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CIRO MELO, 2.126 JARDIM CENTRAL. 79805-031 Dourados - MS.";(67) 34215843;Privada;Particular;Não;Sim;Escola sem matrícula de escolarização;;Atividade Complementar;-22.22334;-54.80936
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC DE RECR E EF NOVOS TEMPOS DO SABER LTDA;50029142;MS;Dourados;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA OLIVEIRA MARQUES, 1930 JARDIM CENTRAL. 79805-020 Dourados - MS.";(67) 34228668;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
